"environment","genotype","row","range","replicate","predicted.values","standard.errors","date","trait"
"DG2F","LH216/LH195","Excluded","Excluded","Averaged",0.913522374486004,0.0206679926575403,"2017-04-20","canopy_cover"
"DG2F","LH74/PHN82","Excluded","Excluded","Averaged",0.947793076600386,0.0204617768151051,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G11I01S3/LH123HT","Excluded","Excluded","Averaged",0.958077963465927,0.0209170789893428,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G11I02S2/LH123HT","Excluded","Excluded","Averaged",0.934298982383974,0.0210324102563513,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G11I03S2/LH123HT","Excluded","Excluded","Averaged",0.954581645238173,0.0210095671284194,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G11I04S2/LH123HT","Excluded","Excluded","Averaged",0.957511681186343,0.0210767037075867,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G11I05S2/LH123HT","Excluded","Excluded","Averaged",0.9434106499676,0.0210030943597669,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G11I06S3/LH123HT","Excluded","Excluded","Averaged",0.956440288851882,0.0210420208810017,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G11I07S3/LH123HT","Excluded","Excluded","Averaged",0.935870972607025,0.0210689016046012,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G11I08S3/LH123HT","Excluded","Excluded","Averaged",0.953311042463647,0.0209900264836984,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G11I09S2/LH123HT","Excluded","Excluded","Averaged",0.92096253428454,0.021025926872834,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G11I10S2/LH123HT","Excluded","Excluded","Averaged",0.938882480317981,0.0210443594619014,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G11I11S2/LH123HT","Excluded","Excluded","Averaged",0.945254999409008,0.0211896178444973,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G11I12S3/LH123HT","Excluded","Excluded","Averaged",0.981054611306677,0.0210297947014981,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G21I01S2/LH123HT","Excluded","Excluded","Averaged",0.950716244910693,0.0210605133699031,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G21I02S2/LH123HT","Excluded","Excluded","Averaged",0.942960935998919,0.0210417089838563,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G21I03S2/LH123HT","Excluded","Excluded","Averaged",0.954453494049911,0.0212055326490537,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G21I04S2/LH123HT","Excluded","Excluded","Averaged",0.94429121446892,0.021308862660441,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G21I05S2/LH123HT","Excluded","Excluded","Averaged",0.939997085928772,0.0210147034043878,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G21I06S2/LH123HT","Excluded","Excluded","Averaged",0.939785274185889,0.0211950316474922,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G21I07S2/LH123HT","Excluded","Excluded","Averaged",0.948026598435612,0.0210996593831973,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G21I08S2/LH123HT","Excluded","Excluded","Averaged",0.927335362505652,0.0211263097496208,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G21I09S2/LH123HT","Excluded","Excluded","Averaged",0.936956108033033,0.0211722042382391,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G21I10S2/LH123HT","Excluded","Excluded","Averaged",0.941324625183557,0.0213294675997368,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G21I11S2/LH123HT","Excluded","Excluded","Averaged",0.940372197940105,0.0211485090096119,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G21I12S2/LH123HT","Excluded","Excluded","Averaged",0.920428871639398,0.0211157671760432,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G31I01S2/LH123HT","Excluded","Excluded","Averaged",0.937049871574493,0.0214118883272269,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G31I02S3/LH123HT","Excluded","Excluded","Averaged",0.959496426646306,0.0211793166455441,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G31I03S2/LH123HT","Excluded","Excluded","Averaged",0.961691962056991,0.021222770871253,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G31I04S2/LH123HT","Excluded","Excluded","Averaged",0.917870053785955,0.0214242163870375,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G31I05S3/LH123HT","Excluded","Excluded","Averaged",0.944563530485205,0.0212729700813116,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G31I06S2/LH123HT","Excluded","Excluded","Averaged",0.923057718639066,0.0210900256330262,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G31I07S3/LH123HT","Excluded","Excluded","Averaged",0.924250640448261,0.0210728131031674,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G31I08S2/LH123HT","Excluded","Excluded","Averaged",0.940290853426889,0.0209364159800949,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G31I09S2/LH123HT","Excluded","Excluded","Averaged",0.948312743358606,0.0211953762101789,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G31I11S3/LH123HT","Excluded","Excluded","Averaged",0.911372027759066,0.0209989561120297,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G31I12S2/LH123HT","Excluded","Excluded","Averaged",0.947935382344436,0.0212793624862211,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G41I01S2/LH123HT","Excluded","Excluded","Averaged",0.893162769456531,0.0209757966239107,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G41I02S3/LH123HT","Excluded","Excluded","Averaged",0.936353143044239,0.0209384587506189,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G41I03S2/LH123HT","Excluded","Excluded","Averaged",0.927423479868922,0.0207492715084387,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G41I04S3/LH123HT","Excluded","Excluded","Averaged",0.9300210918124,0.021048645473738,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G41I05S3/LH123HT","Excluded","Excluded","Averaged",0.891177038450741,0.0210642516369122,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G41I06S3/LH123HT","Excluded","Excluded","Averaged",0.890442580246365,0.0210766080686245,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G41I07S2/LH123HT","Excluded","Excluded","Averaged",0.912770633717721,0.0208834180761789,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G41I08S2/LH123HT","Excluded","Excluded","Averaged",0.899101855686214,0.0210639012829289,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G41I09S2/LH123HT","Excluded","Excluded","Averaged",0.929469669933427,0.021070704998981,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G41I10S2/LH123HT","Excluded","Excluded","Averaged",0.888177554160654,0.0212784929491286,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G41I11S2/LH123HT","Excluded","Excluded","Averaged",0.906518676880566,0.0215894261939419,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G41I12S3/LH123HT","Excluded","Excluded","Averaged",0.924981182820582,0.0210202067375252,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G51I01S2/LH123HT","Excluded","Excluded","Averaged",0.929370420811013,0.0212362868832227,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G51I02S3/LH123HT","Excluded","Excluded","Averaged",0.975011319621362,0.0207769389602067,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G51I03S2/LH123HT","Excluded","Excluded","Averaged",0.939396907302586,0.0211053976917172,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G51I04S3/LH123HT","Excluded","Excluded","Averaged",0.951572309014441,0.021066575577437,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G51I05S3/LH123HT","Excluded","Excluded","Averaged",0.951383154006134,0.0207636687936926,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G51I06S2/LH123HT","Excluded","Excluded","Averaged",0.925781620956619,0.020626951971563,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G51I07S3/LH123HT","Excluded","Excluded","Averaged",0.955362661531685,0.0207873891373116,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G51I08S3/LH123HT","Excluded","Excluded","Averaged",0.961881349023559,0.0207524078547032,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G51I09S3/LH123HT","Excluded","Excluded","Averaged",0.923545935973019,0.0209911779206593,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G51I10S2/LH123HT","Excluded","Excluded","Averaged",0.964239449014083,0.0209075288083718,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G51I11S2/LH123HT","Excluded","Excluded","Averaged",0.955939860305521,0.0207118948054977,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G51I12S2/LH123HT","Excluded","Excluded","Averaged",0.948330713526754,0.0206692167375853,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G61I01S2/LH123HT","Excluded","Excluded","Averaged",0.946877304073172,0.0209687586284721,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G61I02S3/LH123HT","Excluded","Excluded","Averaged",0.931920979088935,0.021041835375846,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G61I03S3/LH123HT","Excluded","Excluded","Averaged",0.909514131368133,0.021158407864628,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G61I04S3/LH123HT","Excluded","Excluded","Averaged",0.937952052744089,0.0209923757425126,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G61I05S3/LH123HT","Excluded","Excluded","Averaged",0.95322724361279,0.0208785078300548,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G61I06S3/LH123HT","Excluded","Excluded","Averaged",0.934595592944448,0.0210487337625887,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G61I07S3/LH123HT","Excluded","Excluded","Averaged",0.934924033965592,0.0214290395073906,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G61I08S2/LH123HT","Excluded","Excluded","Averaged",0.906673574096002,0.020979604937819,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G61I09S2/LH123HT","Excluded","Excluded","Averaged",0.930886082196492,0.0209066306840176,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G61I10S3/LH123HT","Excluded","Excluded","Averaged",0.894740104084752,0.0213371469209948,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G61I11S2/LH123HT","Excluded","Excluded","Averaged",0.91378913920114,0.021170373509782,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G61I12S2/LH123HT","Excluded","Excluded","Averaged",0.924851750618937,0.021076606719186,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G71I01S2/LH123HT","Excluded","Excluded","Averaged",0.946936025911176,0.0213569758357967,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G71I02S2/LH123HT","Excluded","Excluded","Averaged",0.936015248959697,0.0211972849375861,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G71I03S2/LH123HT","Excluded","Excluded","Averaged",0.954380222204444,0.0212436718368306,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G71I04S2/LH123HT","Excluded","Excluded","Averaged",0.9532519361667,0.0212033314241076,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G71I05S2/LH123HT","Excluded","Excluded","Averaged",0.951290593254277,0.0212031826397208,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G71I06S2/LH123HT","Excluded","Excluded","Averaged",0.933837592030523,0.0212723232249075,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G71I07S2/LH123HT","Excluded","Excluded","Averaged",0.930227106500811,0.0211594897901587,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G71I08S3/LH123HT","Excluded","Excluded","Averaged",0.946443192083242,0.0216538511318998,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G71I09S2/LH123HT","Excluded","Excluded","Averaged",0.948067437262723,0.0211053481222633,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G71I10S2/LH123HT","Excluded","Excluded","Averaged",0.943056778919792,0.0214916959783822,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G71I11S3/LH123HT","Excluded","Excluded","Averaged",0.921630918046969,0.021134932315622,"2017-04-20","canopy_cover"
"DG2F","NILASQ4G71I12S3/LH123HT","Excluded","Excluded","Averaged",0.950032629250297,0.0211689066360603,"2017-04-20","canopy_cover"
"DG2F","PB80/PHZ51","Excluded","Excluded","Averaged",0.919765737652787,0.0207059799825652,"2017-04-20","canopy_cover"
"DG2F","PHB47/PHZ51","Excluded","Excluded","Averaged",0.946839530583565,0.0204642185040862,"2017-04-20","canopy_cover"
"DG2F","PHG29/PHG47","Excluded","Excluded","Averaged",0.92398301154007,0.0205355774650522,"2017-04-20","canopy_cover"
"DG2F","PHG39/PHN82","Excluded","Excluded","Averaged",0.916816602409103,0.0207653041893241,"2017-04-20","canopy_cover"
"DG2F","PHG39/TX205","Excluded","Excluded","Averaged",0.927932949281597,0.0206165748397403,"2017-04-20","canopy_cover"
"DG2F","PHG80/PHZ51","Excluded","Excluded","Averaged",0.922374888414017,0.0207181572854503,"2017-04-20","canopy_cover"
"DG2F","PHHB9/LH123HT","Excluded","Excluded","Averaged",0.91797916559537,0.0225964828420694,"2017-04-20","canopy_cover"
"DG2F","PHHB9/LH185","Excluded","Excluded","Averaged",0.894852033191599,0.0219979038109043,"2017-04-20","canopy_cover"
"DG2F","PHHB9/LH210","Excluded","Excluded","Averaged",0.860762430057025,0.0211409247095425,"2017-04-20","canopy_cover"
"DG2F","PHHB9/NK787","Excluded","Excluded","Averaged",0.948469428601672,0.0219591024839882,"2017-04-20","canopy_cover"
"DG2F","PHHB9/PHJ65","Excluded","Excluded","Averaged",0.939184867374148,0.0218817521994532,"2017-04-20","canopy_cover"
"DG2F","PHHB9/PHM49","Excluded","Excluded","Averaged",0.90128052625399,0.0225955508381249,"2017-04-20","canopy_cover"
"DG2F","PHHB9/PHM57","Excluded","Excluded","Averaged",0.919483371982224,0.0223402813193992,"2017-04-20","canopy_cover"
"DG2F","PHHB9/PHN47","Excluded","Excluded","Averaged",0.91521016151874,0.0225185818415592,"2017-04-20","canopy_cover"
"DG2F","PHHB9/PHN82","Excluded","Excluded","Averaged",0.907979919287229,0.0227028213880365,"2017-04-20","canopy_cover"
"DG2F","PHHB9/PHP60","Excluded","Excluded","Averaged",0.936937339096733,0.021579452350733,"2017-04-20","canopy_cover"
"DG2F","PHHB9/PHR03","Excluded","Excluded","Averaged",0.943307444917264,0.0218655516836814,"2017-04-20","canopy_cover"
"DG2F","PHHB9/PHR55","Excluded","Excluded","Averaged",0.913617774505019,0.0217853007007269,"2017-04-20","canopy_cover"
"DG2F","PHHB9/PHR63","Excluded","Excluded","Averaged",0.911173065928281,0.0215641828422185,"2017-04-20","canopy_cover"
"DG2F","PHHB9/PHW30","Excluded","Excluded","Averaged",0.932233536979948,0.0229027191274438,"2017-04-20","canopy_cover"
"DG2F","PHHB9/PHW53","Excluded","Excluded","Averaged",0.938477442058623,0.0220795409968235,"2017-04-20","canopy_cover"
"DG2F","PHHB9/PHZ51","Excluded","Excluded","Averaged",0.939823042211818,0.0227966276314794,"2017-04-20","canopy_cover"
"DG2F","PHHB9/Q381","Excluded","Excluded","Averaged",0.946578153234147,0.0224896691963333,"2017-04-20","canopy_cover"
"DG2F","PHN11_OH43_0001/PHB47","Excluded","Excluded","Averaged",0.916375275316163,0.020438965637735,"2017-04-20","canopy_cover"
"DG2F","PHN11_PHG47_0251/PHB47","Excluded","Excluded","Averaged",0.889542587917774,0.0206849196670117,"2017-04-20","canopy_cover"
"DG2F","PHN11_PHW65_0323/LH195","Excluded","Excluded","Averaged",0.943688021908313,0.0205302686181262,"2017-04-20","canopy_cover"
"DG2F","PHP02/PHB47","Excluded","Excluded","Averaged",0.917799975638441,0.0204929828671678,"2017-04-20","canopy_cover"
"DG2F","PHP02/PHG47","Excluded","Excluded","Averaged",0.908313998283172,0.020540732019048,"2017-04-20","canopy_cover"
"DG2F","PHP38/LH123HT","Excluded","Excluded","Averaged",0.90113027011068,0.0227094124485826,"2017-04-20","canopy_cover"
"DG2F","PHP38/LH185","Excluded","Excluded","Averaged",0.905381829037352,0.0215699486342716,"2017-04-20","canopy_cover"
"DG2F","PHP38/LH210","Excluded","Excluded","Averaged",0.929596591166858,0.0216158522219952,"2017-04-20","canopy_cover"
"DG2F","PHP38/PHJ65","Excluded","Excluded","Averaged",0.917354349881808,0.0219677772261143,"2017-04-20","canopy_cover"
"DG2F","PHP38/PHM49","Excluded","Excluded","Averaged",0.927315150578494,0.0228200368242907,"2017-04-20","canopy_cover"
"DG2F","PHP38/PHM57","Excluded","Excluded","Averaged",0.926647914829868,0.0230043295467207,"2017-04-20","canopy_cover"
"DG2F","PHP38/PHN47","Excluded","Excluded","Averaged",0.895755447635014,0.0231317134209467,"2017-04-20","canopy_cover"
"DG2F","PHP38/PHN82","Excluded","Excluded","Averaged",0.920946042062018,0.0222933239119774,"2017-04-20","canopy_cover"
"DG2F","PHP38/PHP60","Excluded","Excluded","Averaged",0.950392355747029,0.0228369841807892,"2017-04-20","canopy_cover"
"DG2F","PHP38/PHR03","Excluded","Excluded","Averaged",0.94290713545688,0.0231666537653076,"2017-04-20","canopy_cover"
"DG2F","PHP38/PHR55","Excluded","Excluded","Averaged",0.895062694726197,0.0220419116854477,"2017-04-20","canopy_cover"
"DG2F","PHP38/PHR63","Excluded","Excluded","Averaged",0.940390980476638,0.021932659984105,"2017-04-20","canopy_cover"
"DG2F","PHP38/PHW30","Excluded","Excluded","Averaged",0.919647557104514,0.0221422554613834,"2017-04-20","canopy_cover"
"DG2F","PHP38/PHW53","Excluded","Excluded","Averaged",0.936490192234717,0.0222122733083018,"2017-04-20","canopy_cover"
"DG2F","PHP38/Q381","Excluded","Excluded","Averaged",0.933736021280758,0.0225217253498182,"2017-04-20","canopy_cover"
"DG2F","PHV63/LH123HT","Excluded","Excluded","Averaged",0.877900197952036,0.0222491931854362,"2017-04-20","canopy_cover"
"DG2F","PHV63/NK787","Excluded","Excluded","Averaged",0.928321581937829,0.0225416262689581,"2017-04-20","canopy_cover"
"DG2F","PHV63/PGM49","Excluded","Excluded","Averaged",0.917247144229027,0.0225122296938472,"2017-04-20","canopy_cover"
"DG2F","PHV63/PH210","Excluded","Excluded","Averaged",0.908191518473075,0.0218913169791097,"2017-04-20","canopy_cover"
"DG2F","PHV63/PHJ65","Excluded","Excluded","Averaged",0.879818059204868,0.0224552611388749,"2017-04-20","canopy_cover"
"DG2F","PHV63/PHM57","Excluded","Excluded","Averaged",0.916347762271466,0.0225146674920735,"2017-04-20","canopy_cover"
"DG2F","PHV63/PHN47","Excluded","Excluded","Averaged",0.951027227010277,0.02209765819439,"2017-04-20","canopy_cover"
"DG2F","PHV63/PHN82","Excluded","Excluded","Averaged",0.898750160831007,0.0222579919460007,"2017-04-20","canopy_cover"
"DG2F","PHV63/PHP60","Excluded","Excluded","Averaged",0.915147911762136,0.0226413045095379,"2017-04-20","canopy_cover"
"DG2F","PHV63/PHR03","Excluded","Excluded","Averaged",0.908663636276064,0.0230823684819599,"2017-04-20","canopy_cover"
"DG2F","PHV63/PHR55","Excluded","Excluded","Averaged",0.921071874588928,0.0219699594203805,"2017-04-20","canopy_cover"
"DG2F","PHV63/PHR63","Excluded","Excluded","Averaged",0.922443131663046,0.0226053624485257,"2017-04-20","canopy_cover"
"DG2F","PHV63/PHW30","Excluded","Excluded","Averaged",0.949501681466051,0.0217499106008532,"2017-04-20","canopy_cover"
"DG2F","PHV63/PHW53","Excluded","Excluded","Averaged",0.928318264891096,0.0230396514250839,"2017-04-20","canopy_cover"
"DG2F","PHV63/PHZ51","Excluded","Excluded","Averaged",0.920464562910581,0.0221860357026256,"2017-04-20","canopy_cover"
"DG2F","PHV63/Q381","Excluded","Excluded","Averaged",0.889161974277699,0.0219568478007604,"2017-04-20","canopy_cover"
"DG2F","PHW52/LH185","Excluded","Excluded","Averaged",0.891490075146425,0.0216295377494724,"2017-04-20","canopy_cover"
"DG2F","PHW52/LH210","Excluded","Excluded","Averaged",0.912076529731551,0.022653680553585,"2017-04-20","canopy_cover"
"DG2F","PHW52/NK787","Excluded","Excluded","Averaged",0.916236397359926,0.0223815673751053,"2017-04-20","canopy_cover"
"DG2F","PHW52/PHJ65","Excluded","Excluded","Averaged",0.948588327615954,0.023439372822512,"2017-04-20","canopy_cover"
"DG2F","PHW52/PHM49","Excluded","Excluded","Averaged",0.909189228502831,0.0205219167501063,"2017-04-20","canopy_cover"
"DG2F","PHW52/PHM57","Excluded","Excluded","Averaged",0.916479917841583,0.0230601125790504,"2017-04-20","canopy_cover"
"DG2F","PHW52/PHN47","Excluded","Excluded","Averaged",0.923139934760087,0.0219656501731486,"2017-04-20","canopy_cover"
"DG2F","PHW52/PHN82","Excluded","Excluded","Averaged",0.916720186537136,0.0167051071858053,"2017-04-20","canopy_cover"
"DG2F","PHW52/PHP60","Excluded","Excluded","Averaged",0.93996001500383,0.0221020984162136,"2017-04-20","canopy_cover"
"DG2F","PHW52/PHR03","Excluded","Excluded","Averaged",0.942530389822601,0.0221843898471437,"2017-04-20","canopy_cover"
"DG2F","PHW52/PHR55","Excluded","Excluded","Averaged",0.933456666452418,0.02318914733757,"2017-04-20","canopy_cover"
"DG2F","PHW52/PHR63","Excluded","Excluded","Averaged",0.931265546852,0.0228455777795222,"2017-04-20","canopy_cover"
"DG2F","PHW52/PHW30","Excluded","Excluded","Averaged",0.907265756503313,0.0223251694664645,"2017-04-20","canopy_cover"
"DG2F","PHW52/PHW53","Excluded","Excluded","Averaged",0.927035512958683,0.0239352410445112,"2017-04-20","canopy_cover"
"DG2F","PHW52/PHZ51","Excluded","Excluded","Averaged",0.877157382520578,0.02238043693604,"2017-04-20","canopy_cover"
"DG2F","PHW52/Q381","Excluded","Excluded","Averaged",0.938813937366179,0.0222303388622001,"2017-04-20","canopy_cover"
"DG2F","REV28HR20 (2016)","Excluded","Excluded","Averaged",0.936271834582317,0.0189268911039901,"2017-04-20","canopy_cover"
"DG2F","TX204/PHB47","Excluded","Excluded","Averaged",0.964770723009234,0.0212479615243439,"2017-04-20","canopy_cover"
"DG2F","TX303/TX777","Excluded","Excluded","Averaged",0.884385369655459,0.0213774216829487,"2017-04-20","canopy_cover"
"DG2F","TX714/PHZ51","Excluded","Excluded","Averaged",0.936404572752652,0.0206962704331568,"2017-04-20","canopy_cover"
"DG2F","TX714/TX775","Excluded","Excluded","Averaged",0.904612457120768,0.0210433124528895,"2017-04-20","canopy_cover"
"DG2F","TX714/TX777","Excluded","Excluded","Averaged",0.869533305796162,0.0210197449065901,"2017-04-20","canopy_cover"
"DG2F","TX714/TX779","Excluded","Excluded","Averaged",0.885002302545194,0.021563766547977,"2017-04-20","canopy_cover"
"DG2F","TX740/LH195 ","Excluded","Excluded","Averaged",0.924862699541136,0.0213861281456999,"2017-04-20","canopy_cover"
"DG2F","TX770/LH195","Excluded","Excluded","Averaged",0.942705695053379,0.021299734035472,"2017-04-20","canopy_cover"
"DG2F","TX772W/LH195 ","Excluded","Excluded","Averaged",0.92859985629841,0.0208833107072427,"2017-04-20","canopy_cover"
"DG2F","VA35/LH195","Excluded","Excluded","Averaged",0.914970805369495,0.0205912417084785,"2017-04-20","canopy_cover"
"DG2F","W10001_0022/PHB47","Excluded","Excluded","Averaged",0.871440875021365,0.0204864848296883,"2017-04-20","canopy_cover"
"DG2F","W10004_0216/PHZ51","Excluded","Excluded","Averaged",0.934794952668228,0.0206486136207109,"2017-04-20","canopy_cover"
"DG2F","W10005_0107/PHB47","Excluded","Excluded","Averaged",0.912659378666715,0.0208151198373251,"2017-04-20","canopy_cover"
"DG2F","W37A/PHB47","Excluded","Excluded","Averaged",0.923540851390406,0.0212273170211956,"2017-04-20","canopy_cover"
"DG2F","WF9/H95","Excluded","Excluded","Averaged",0.932638492150262,0.0204491125613437,"2017-04-20","canopy_cover"
"G2FE","2369/3IIH6","Excluded","Excluded","Averaged",0.9342772005741,0.0163315821328547,"2017-04-20","canopy_cover"
"G2FE","2369/LH123HT","Excluded","Excluded","Averaged",0.907346764744801,0.00497323840889646,"2017-04-20","canopy_cover"
"G2FE","2369/PHN82","Excluded","Excluded","Averaged",0.948220987976412,0.0162605578505751,"2017-04-20","canopy_cover"
"G2FE","2369/PHZ51","Excluded","Excluded","Averaged",0.885861094309205,0.0163149446127922,"2017-04-20","canopy_cover"
"G2FE","B14A/H95","Excluded","Excluded","Averaged",0.934673163141928,0.016213965432954,"2017-04-20","canopy_cover"
"G2FE","B14A/MO17","Excluded","Excluded","Averaged",0.934570610066171,0.0161514158542235,"2017-04-20","canopy_cover"
"G2FE","B14A/OH43","Excluded","Excluded","Averaged",0.910012335245266,0.0161954357379775,"2017-04-20","canopy_cover"
"G2FE","B37/H95","Excluded","Excluded","Averaged",0.920952675624337,0.016192272574185,"2017-04-20","canopy_cover"
"G2FE","B37/MO17","Excluded","Excluded","Averaged",0.944936032292508,0.016238857717833,"2017-04-20","canopy_cover"
"G2FE","B37/OH43","Excluded","Excluded","Averaged",0.919696666603674,0.0161175392011798,"2017-04-20","canopy_cover"
"G2FE","B73/MO17","Excluded","Excluded","Averaged",0.918394588650475,0.0161536575164451,"2017-04-20","canopy_cover"
"G2FE","B73/PHM49","Excluded","Excluded","Averaged",0.924650215209475,0.0163807404874009,"2017-04-20","canopy_cover"
"G2FE","B73/PHN82","Excluded","Excluded","Averaged",0.944699644057003,0.0161658108993813,"2017-04-20","canopy_cover"
"G2FE","B73/PHZ51","Excluded","Excluded","Averaged",0.924385506406884,0.0115555211060431,"2017-04-20","canopy_cover"
"G2FE","B73/TX6252","Excluded","Excluded","Averaged",0.886715149187732,0.0164254117768064,"2017-04-20","canopy_cover"
"G2FE","B73/TX775","Excluded","Excluded","Averaged",0.92446846718685,0.0163042698778441,"2017-04-20","canopy_cover"
"G2FE","B73/TX777","Excluded","Excluded","Averaged",0.908304825417172,0.0162841130206599,"2017-04-20","canopy_cover"
"G2FE","B73/TX779","Excluded","Excluded","Averaged",0.91090436879347,0.0162811674809916,"2017-04-20","canopy_cover"
"G2FE","B97/PHB47","Excluded","Excluded","Averaged",0.91041499707892,0.016198980068029,"2017-04-20","canopy_cover"
"G2FE","BGEM-0005-N/LH195","Excluded","Excluded","Averaged",0.909272513690717,0.0162804933238704,"2017-04-20","canopy_cover"
"G2FE","BGEM-0039-N/LH195","Excluded","Excluded","Averaged",0.909948071645366,0.0164525266060664,"2017-04-20","canopy_cover"
"G2FE","BGEM-0040-N/LH195","Excluded","Excluded","Averaged",0.910308212495287,0.0161572870206806,"2017-04-20","canopy_cover"
"G2FE","BGEM-0063-N/LH195","Excluded","Excluded","Averaged",0.932519351062752,0.0162547502497422,"2017-04-20","canopy_cover"
"G2FE","BGEM-0089-N/LH195","Excluded","Excluded","Averaged",0.873931564253101,0.0161199486092828,"2017-04-20","canopy_cover"
"G2FE","BGEM-0124-N/LH195","Excluded","Excluded","Averaged",0.933769934670093,0.0162354517075374,"2017-04-20","canopy_cover"
"G2FE","BGEM-0125-N/LH195","Excluded","Excluded","Averaged",0.855740941827953,0.0162943969862395,"2017-04-20","canopy_cover"
"G2FE","BGEM-0129-N/LH195","Excluded","Excluded","Averaged",0.896567805757507,0.0162676166474051,"2017-04-20","canopy_cover"
"G2FE","BGEM-0151-N/LH195","Excluded","Excluded","Averaged",0.841150001826761,0.0161317261994305,"2017-04-20","canopy_cover"
"G2FE","BGEM-0182-N/LH195","Excluded","Excluded","Averaged",0.911790138915247,0.0162987414285157,"2017-04-20","canopy_cover"
"G2FE","BGEM-0202-N/LH195","Excluded","Excluded","Averaged",0.911122589127528,0.0162414684330319,"2017-04-20","canopy_cover"
